anio_inscripcion,matricula,sexo,nacionalidad,lugar_nacimiento,fecha_nacimiento,tipo_ingreso,colonia,escuela_procedencia,ubicacion_escuela_procedencia,nivel,carrera,turno,ciclo
2022,UVA20223394,F,NA,Valladolid,1998-02-04,Reinscrito,Centro,Prepa Abierta,"Mérida, Yucatán",Ingeniería,Lic. en Admin. De Empresas,Vespertino,Enero-Junio
2022,UVA20223270,F,Mexicana,Valladolid,2003-06-22,Nuevo,Itzimná,Cbtis 95,"Mérida, Yucatán",Ingeniería,Lic. en Diseño De Modas,Matutino,Enero-Junio
2022,UVA20225334,F,NA,Valladolid,1997-03-22,Nuevo,Centro,NA,NA,Licenciatura,Lic. en Odontología,Matutino,Enero-Junio
2022,UVA20221338,F,Mexicana,Cancún,2000-11-09,Nuevo,Centro,NA,Tizimín,Ingeniería,Lic. en Enfermería,Vespertino,Enero-Junio
2022,UVA20229208,NA,Mexicana,Valladolid,1995-09-17,Repetidor,NA,NA,Kanasín,Ingeniería,Lic. en Educación,Matutino,Agosto-Diciembre
2022,UVA20222267,M,Mexicana,Valladolid,1999-08-30,Reinscrito,Centro,Cbtis 95,Kanasín,Licenciatura,Lic. en Criminología,Vespertino,2023-A
2022,UVA20227063,M,Mexicana,NA,2003-03-04,Nuevo,Chuburná,Prepa Abierta,"Mérida, Yucatán",Ingeniería,Lic. en Odontología,Matutino,2024-B
2022,UVA20226192,NA,NA,Mérida,2004-02-08,Reinscrito,Francisco De Montejo,Prepa Abierta,Kanasín,Ingeniería,Lic. en Admin. De Empresas,Matutino,Enero-Junio
2022,UVA20229122,M,Mexicana,Cancún,1997-02-28,Reinscrito,Francisco De Montejo,Prepa Abierta,Umán,Licenciatura,Lic. en Admin. De Empresas,Vespertino,Enero-Junio
2022,UVA20225997,M,Mexicana,Cancún,2005-08-15,Repetidor,Centro,Cbtis 95,NA,Licenciatura,Lic. en Psicología,Matutino,2024-B
2022,UVA20224368,F,Mexicana,Valladolid,2001-10-29,Reinscrito,Centro,Preparatoria Estatal No. 1,Tizimín,Licenciatura,Ing. Civil,Vespertino,2024-B
2022,UVA20225559,F,Mexicana,Mérida,2001-10-31,Nuevo,Chuburná,Cbtis 95,NA,Licenciatura,Lic. en Educación,Matutino,Enero-Junio
2022,UVA20224887,NA,NA,Tizimín,2001-12-02,Nuevo,NA,NA,NA,Licenciatura,Ing. en Procesos De Manufactura,Vespertino,Enero-Junio
2022,UVA20224944,F,Mexicana,Cancún,2000-02-20,Reinscrito,Francisco De Montejo,NA,NA,Ingeniería,Lic. en Psicología,Vespertino,Agosto-Diciembre
2022,UVA20226536,F,Mexicana,Tizimín,2000-09-25,Repetidor,Francisco De Montejo,Prepa Abierta,Kanasín,Ingeniería,Ing. en Procesos De Manufactura,Vespertino,Enero-Junio
2022,UVA20224191,M,NA,NA,1999-10-19,Repetidor,Itzimná,NA,Kanasín,Ingeniería,Lic. en Odontología,Vespertino,Agosto-Diciembre
2022,UVA20229801,M,Mexicana,NA,1997-06-29,Nuevo,Itzimná,Preparatoria Estatal No. 1,"Mérida, Yucatán",Licenciatura,Lic. en Odontología,Vespertino,Agosto-Diciembre
2022,UVA20224500,M,Mexicana,Valladolid,1997-10-28,Equivalencia,Centro,Cbtis 95,Tizimín,Licenciatura,Lic. en Criminología,Matutino,Agosto-Diciembre
2022,UVA20222785,F,NA,Tizimín,2002-11-12,Nuevo,Centro,Cbtis 95,Umán,Licenciatura,Ing. Civil,Matutino,Enero-Junio
2022,UVA20225198,F,Mexicana,Tizimín,1998-01-09,Repetidor,Francisco De Montejo,NA,Kanasín,Licenciatura,Lic. en Odontología,Vespertino,2023-A
2022,UVA20225955,F,Mexicana,Cancún,1998-01-08,Repetidor,Itzimná,Cbtis 95,Tizimín,Licenciatura,Lic. en Contabilidad,Matutino,2024-B
2022,UVA20228759,M,Mexicana,Mérida,1998-11-18,Reinscrito,NA,Conalep Mérida,Tizimín,Licenciatura,Lic. en Odontología,Matutino,Agosto-Diciembre
2022,UVA20229738,NA,NA,NA,2005-08-21,Equivalencia,Centro,NA,Umán,Ingeniería,Lic. en Psicología,Matutino,2024-B
2022,UVA20229231,F,Mexicana,Cancún,2000-09-27,Equivalencia,Itzimná,NA,NA,Ingeniería,Lic. en Derecho,Vespertino,2023-A
2022,UVA20226608,F,Mexicana,Mérida,2003-12-29,Repetidor,Chuburná,Conalep Mérida,Umán,Licenciatura,Ing. Civil,Matutino,Enero-Junio
2022,UVA20225052,F,NA,Cancún,2005-09-21,Repetidor,NA,Preparatoria Estatal No. 1,Umán,Licenciatura,Lic. en Odontología,Vespertino,Agosto-Diciembre
2022,UVA20225743,M,Mexicana,Mérida,1996-05-02,Repetidor,Itzimná,Conalep Mérida,Kanasín,Ingeniería,Lic. en Gastronomía,Matutino,Enero-Junio
2022,UVA20225666,M,Mexicana,Valladolid,2001-07-31,Equivalencia,Chuburná,NA,Umán,Ingeniería,Lic. en Educación,Matutino,Enero-Junio
2022,UVA20228183,F,Mexicana,NA,2005-02-07,Nuevo,Francisco De Montejo,NA,Tizimín,Licenciatura,Lic. en Arquitectura,Vespertino,Agosto-Diciembre
2022,UVA20224824,M,Mexicana,Cancún,1997-05-21,Repetidor,Centro,NA,Umán,Licenciatura,Ing. Civil,Matutino,Enero-Junio
2022,UVA20223567,M,Mexicana,Valladolid,1999-02-15,Repetidor,Itzimná,Cbtis 95,NA,Ingeniería,Lic. en Admin. De Empresas,Matutino,Enero-Junio
2022,UVA20222332,M,Mexicana,Tizimín,2004-11-11,Reinscrito,NA,Cbtis 95,Kanasín,Licenciatura,Lic. en Psicología,Matutino,Enero-Junio
2022,UVA20227725,M,Mexicana,Tizimín,1996-01-20,Equivalencia,Centro,Preparatoria Estatal No. 1,Umán,Licenciatura,Lic. en Odontología,Vespertino,Agosto-Diciembre
2022,UVA20228783,M,Mexicana,Cancún,2003-05-10,Reinscrito,Centro,NA,Umán,Ingeniería,Lic. en Psicología,Vespertino,Agosto-Diciembre
2022,UVA20222126,F,Mexicana,Mérida,2004-02-06,Equivalencia,Chuburná,Preparatoria Estatal No. 1,Umán,Licenciatura,Lic. en Nutrición,Matutino,Enero-Junio
2022,UVA20227089,NA,Mexicana,NA,1998-12-03,Reinscrito,Centro,Prepa Abierta,Umán,Ingeniería,Lic. en Admin. De Empresas,Vespertino,Agosto-Diciembre
2022,UVA20222781,F,Mexicana,Mérida,2004-06-27,Reinscrito,Centro,NA,Umán,Licenciatura,Lic. en Enfermería,Vespertino,Enero-Junio
2022,UVA20226685,F,Mexicana,Mérida,1998-02-10,Reinscrito,Centro,Conalep Mérida,Umán,Licenciatura,Lic. en Psicología,Vespertino,Enero-Junio
2022,UVA20227490,F,Mexicana,Mérida,1995-10-09,Nuevo,Itzimná,Cbtis 95,NA,Licenciatura,Lic. en Arquitectura,Matutino,Enero-Junio
2022,UVA20228423,F,Mexicana,Cancún,2001-09-26,Nuevo,Centro,NA,Tizimín,Ingeniería,Lic. en Educación,Vespertino,2023-A
2022,UVA20224227,M,Mexicana,Mérida,1997-01-31,Reinscrito,Centro,NA,Kanasín,Licenciatura,Lic. en Nutrición,Matutino,Enero-Junio
2022,UVA20227020,M,NA,Mérida,2001-03-12,Equivalencia,Chuburná,NA,Umán,Ingeniería,Lic. en Arquitectura,Vespertino,Enero-Junio
2022,UVA20225830,M,Mexicana,Mérida,2001-09-06,Reinscrito,NA,NA,Kanasín,Ingeniería,Lic. en Fisioterapia,Matutino,2023-A
2022,UVA20226410,NA,NA,Tizimín,1995-05-03,Repetidor,Itzimná,Preparatoria Estatal No. 1,Umán,Ingeniería,Lic. en Gastronomía,Vespertino,2024-B
2022,UVA20224594,F,Mexicana,Cancún,1996-04-02,Repetidor,Centro,Cbtis 95,Tizimín,Licenciatura,Ing. Civil,Matutino,Agosto-Diciembre
2022,UVA20226666,F,Mexicana,NA,1998-08-21,Reinscrito,Centro,Prepa Abierta,"Mérida, Yucatán",Ingeniería,Lic. en Psicología,Vespertino,Agosto-Diciembre
2022,UVA20223529,F,Mexicana,Cancún,2004-03-03,Repetidor,Itzimná,Cbtis 95,Tizimín,Licenciatura,Ing. en Procesos De Manufactura,Matutino,2023-A
2022,UVA20225903,M,Mexicana,Tizimín,2001-03-18,Nuevo,Centro,NA,Kanasín,Licenciatura,Lic. en Arquitectura,Vespertino,Agosto-Diciembre
2022,UVA20224833,F,Mexicana,Valladolid,2005-02-12,Repetidor,Centro,Prepa Abierta,Tizimín,Ingeniería,Lic. en Educación,Matutino,Enero-Junio
2022,UVA20228356,F,Mexicana,Cancún,2003-05-04,Equivalencia,Francisco De Montejo,Conalep Mérida,Kanasín,Ingeniería,Lic. en Gastronomía,Vespertino,2023-A
2022,UVA20221594,F,Mexicana,Valladolid,1997-08-09,Repetidor,Centro,Preparatoria Estatal No. 1,NA,Licenciatura,Lic. en Arquitectura,Matutino,2024-B
2022,UVA20229155,F,Mexicana,Mérida,2005-02-06,Equivalencia,NA,Cbtis 95,Kanasín,Ingeniería,Lic. en Educación,Matutino,2024-B
2022,UVA20226296,F,Mexicana,Cancún,2005-12-05,Nuevo,Centro,Prepa Abierta,"Mérida, Yucatán",Ingeniería,Ing. Civil,Matutino,2024-B
2022,UVA20227053,F,Mexicana,Valladolid,2001-09-03,Repetidor,Itzimná,Preparatoria Estatal No. 1,"Mérida, Yucatán",Licenciatura,Lic. en Odontología,Matutino,2024-B
2022,UVA20229522,NA,NA,NA,1996-09-21,Nuevo,Centro,Conalep Mérida,"Mérida, Yucatán",Licenciatura,Lic. en Educación,Matutino,2023-A
2022,UVA20223214,NA,NA,Mérida,2000-08-22,Equivalencia,Itzimná,NA,"Mérida, Yucatán",Licenciatura,Ing. Civil,Matutino,2023-A
2022,UVA20221686,F,Mexicana,Mérida,1996-12-28,Repetidor,Itzimná,Preparatoria Estatal No. 1,"Mérida, Yucatán",Ingeniería,Lic. en Derecho,Matutino,Enero-Junio
2022,UVA20226262,F,Mexicana,Mérida,1995-01-17,Repetidor,Centro,Prepa Abierta,NA,Licenciatura,Lic. en Criminología,Matutino,Agosto-Diciembre
2022,UVA20222061,NA,Mexicana,Cancún,1996-10-06,Nuevo,Centro,Preparatoria Estatal No. 1,Kanasín,Licenciatura,Lic. en Criminología,Vespertino,2023-A
2022,UVA20229816,M,Mexicana,Valladolid,1999-01-04,Nuevo,NA,Conalep Mérida,NA,Ingeniería,Lic. en Enfermería,Matutino,Enero-Junio
2022,UVA20229561,F,NA,Mérida,1997-06-13,Repetidor,NA,Preparatoria Estatal No. 1,Tizimín,Licenciatura,Lic. en Arquitectura,Matutino,2024-B
2022,UVA20227310,NA,Mexicana,Cancún,2000-08-19,Equivalencia,NA,NA,Tizimín,Licenciatura,Lic. en Nutrición,Vespertino,2024-B
2022,UVA20221682,NA,Mexicana,NA,2000-05-01,Nuevo,Centro,Cbtis 95,Tizimín,Licenciatura,Lic. en Odontología,Matutino,Agosto-Diciembre
2022,UVA20224462,F,NA,Tizimín,1996-11-25,Reinscrito,NA,Prepa Abierta,Kanasín,Licenciatura,Lic. en Odontología,Vespertino,Enero-Junio
2022,UVA20226674,M,Mexicana,Tizimín,2004-11-03,Nuevo,Centro,Conalep Mérida,NA,Ingeniería,Ing. Civil,Matutino,2024-B
2022,UVA20222884,M,Mexicana,Mérida,1995-01-05,Repetidor,Centro,Cbtis 95,NA,Ingeniería,Ing. Civil,Matutino,Agosto-Diciembre
2022,UVA20229374,M,Mexicana,Valladolid,2002-03-31,Equivalencia,Centro,NA,Umán,Ingeniería,Lic. en Fisioterapia,Vespertino,2024-B
2022,UVA20225355,F,NA,Valladolid,1997-09-21,Repetidor,Centro,Prepa Abierta,Kanasín,Ingeniería,Lic. en Criminología,Matutino,2023-A
2022,UVA20228168,M,Mexicana,Valladolid,2000-12-19,Reinscrito,Itzimná,Conalep Mérida,Kanasín,Ingeniería,Lic. en Arquitectura,Vespertino,Enero-Junio
2022,UVA20228510,NA,Mexicana,Cancún,2000-08-11,Reinscrito,Centro,Preparatoria Estatal No. 1,Umán,Licenciatura,Lic. en Admin. De Empresas,Matutino,2024-B
2022,UVA20221292,NA,NA,Valladolid,1995-08-01,Reinscrito,Centro,Preparatoria Estatal No. 1,Kanasín,Licenciatura,Lic. en Gastronomía,Vespertino,Enero-Junio
2022,UVA20228853,F,Mexicana,Mérida,1995-05-27,Equivalencia,Chuburná,NA,Kanasín,Ingeniería,Ing. Civil,Vespertino,2023-A
2022,UVA20224189,M,NA,Valladolid,1998-04-14,Nuevo,Centro,Cbtis 95,Kanasín,Ingeniería,Lic. en Psicología,Matutino,2024-B
2022,UVA20222202,F,Mexicana,Valladolid,2002-09-08,Reinscrito,Chuburná,Conalep Mérida,NA,Ingeniería,Lic. en Contabilidad,Matutino,2023-A
2022,UVA20225793,F,Mexicana,NA,1998-04-19,Repetidor,NA,NA,Umán,Ingeniería,Lic. en Arquitectura,Vespertino,Enero-Junio
2022,UVA20224833,M,Mexicana,Tizimín,1996-09-18,Nuevo,Itzimná,Prepa Abierta,NA,Licenciatura,Lic. en Psicología,Matutino,2023-A
2022,UVA20228057,F,Mexicana,Valladolid,1998-06-28,Repetidor,NA,Conalep Mérida,Tizimín,Licenciatura,Lic. en Enfermería,Matutino,Enero-Junio
2022,UVA20221641,M,Mexicana,Mérida,1999-12-28,Reinscrito,Francisco De Montejo,Prepa Abierta,NA,Licenciatura,Lic. en Psicología,Vespertino,Enero-Junio
2022,UVA20225842,F,NA,Cancún,2005-07-29,Repetidor,Francisco De Montejo,Prepa Abierta,Tizimín,Ingeniería,Lic. en Educación,Vespertino,Agosto-Diciembre
2022,UVA20224272,F,Mexicana,Tizimín,2003-11-13,Equivalencia,Centro,NA,Tizimín,Ingeniería,Ing. Civil,Vespertino,Enero-Junio
2022,UVA20222577,M,NA,Tizimín,2003-10-10,Nuevo,Centro,Conalep Mérida,Umán,Licenciatura,Lic. en Admin. De Empresas,Matutino,Enero-Junio
2022,UVA20224052,F,Mexicana,Cancún,1995-01-21,Equivalencia,Centro,Prepa Abierta,Tizimín,Ingeniería,Lic. en Odontología,Matutino,2023-A
2022,UVA20224002,NA,NA,Mérida,2003-03-22,Nuevo,Centro,NA,"Mérida, Yucatán",Ingeniería,Lic. en Arquitectura,Vespertino,2024-B
2022,UVA20226501,NA,Mexicana,Mérida,2001-08-21,Reinscrito,Centro,NA,Tizimín,Licenciatura,Ing. en Procesos De Manufactura,Matutino,Agosto-Diciembre
2022,UVA20228042,F,NA,Cancún,1999-11-22,Reinscrito,Chuburná,Preparatoria Estatal No. 1,Kanasín,Licenciatura,Lic. en Admin. De Empresas,Matutino,2024-B
2022,UVA20229870,F,NA,Mérida,2000-08-30,Nuevo,Centro,Cbtis 95,"Mérida, Yucatán",Ingeniería,Lic. en Enfermería,Matutino,2023-A
2022,UVA20223908,F,Mexicana,Cancún,2001-12-16,Nuevo,Centro,NA,NA,Ingeniería,Lic. en Nutrición,Vespertino,Enero-Junio
2022,UVA20223920,F,Mexicana,Cancún,1995-11-19,Equivalencia,Francisco De Montejo,Conalep Mérida,"Mérida, Yucatán",Licenciatura,Lic. en Odontología,Vespertino,Agosto-Diciembre
2022,UVA20224052,M,Mexicana,Tizimín,2004-10-01,Equivalencia,Chuburná,NA,"Mérida, Yucatán",Ingeniería,Ing. Civil,Matutino,Agosto-Diciembre
2022,UVA20223398,M,NA,Cancún,2000-11-18,Reinscrito,NA,NA,"Mérida, Yucatán",Licenciatura,Lic. en Educación,Matutino,2023-A
2022,UVA20223315,M,NA,Cancún,2003-05-19,Nuevo,Centro,Cbtis 95,Umán,Ingeniería,Lic. en Gastronomía,Matutino,Enero-Junio
2022,UVA20223908,NA,NA,Cancún,2005-06-22,Repetidor,Chuburná,NA,Umán,Licenciatura,Lic. en Nutrición,Matutino,2024-B
2022,UVA20224104,M,Mexicana,Mérida,1998-06-01,Repetidor,Centro,Prepa Abierta,Tizimín,Licenciatura,Lic. en Diseño De Modas,Vespertino,Enero-Junio
2022,UVA20222867,F,Mexicana,Tizimín,1995-01-14,Equivalencia,Francisco De Montejo,Prepa Abierta,NA,Licenciatura,Lic. en Gastronomía,Vespertino,2024-B
2022,UVA20223940,F,Mexicana,Tizimín,2003-10-19,Equivalencia,Chuburná,Preparatoria Estatal No. 1,"Mérida, Yucatán",Licenciatura,Lic. en Derecho,Vespertino,Agosto-Diciembre
2022,UVA20221054,M,Mexicana,Cancún,2001-09-25,Nuevo,Centro,Prepa Abierta,NA,Licenciatura,Lic. en Criminología,Matutino,Enero-Junio
2022,UVA20223790,F,Mexicana,Valladolid,1999-05-07,Reinscrito,Chuburná,NA,NA,Licenciatura,Lic. en Contabilidad,Matutino,2023-A
2022,UVA20226023,NA,Mexicana,Tizimín,2003-06-03,Nuevo,Itzimná,NA,Tizimín,Licenciatura,Ing. Civil,Matutino,2023-A
2022,UVA20224707,NA,Mexicana,Tizimín,2004-12-24,Repetidor,NA,Conalep Mérida,NA,Ingeniería,Lic. en Psicología,Vespertino,2023-A
2022,UVA20227877,M,Mexicana,Valladolid,2005-01-03,Equivalencia,NA,Prepa Abierta,Umán,Ingeniería,Lic. en Gastronomía,Vespertino,2024-B
2022,UVA20227800,NA,Mexicana,Mérida,1995-02-07,Nuevo,Francisco De Montejo,Prepa Abierta,Kanasín,Licenciatura,Lic. en Educación,Vespertino,Agosto-Diciembre
2022,UVA20223681,F,Mexicana,NA,2004-01-31,Repetidor,Centro,NA,Kanasín,Licenciatura,Lic. en Enfermería,Matutino,Enero-Junio
2022,UVA20229568,M,Mexicana,Cancún,2001-12-10,Nuevo,Francisco De Montejo,NA,Kanasín,Ingeniería,Ing. Civil,Vespertino,2024-B
2022,UVA20229431,F,Mexicana,NA,1999-11-12,Nuevo,Centro,Conalep Mérida,Kanasín,Ingeniería,Lic. en Fisioterapia,Vespertino,Agosto-Diciembre
2022,UVA20223364,F,Mexicana,Tizimín,2000-03-14,Repetidor,Itzimná,NA,Tizimín,Ingeniería,Ing. Civil,Vespertino,Agosto-Diciembre
2022,UVA20222632,F,NA,Tizimín,2005-12-20,Equivalencia,Centro,NA,Umán,Ingeniería,Lic. en Enfermería,Matutino,2023-A
2022,UVA20226108,F,Mexicana,Cancún,2005-10-28,Nuevo,Francisco De Montejo,NA,Umán,Ingeniería,Lic. en Criminología,Matutino,Agosto-Diciembre
2022,UVA20226554,F,NA,Cancún,2000-03-31,Repetidor,Francisco De Montejo,Conalep Mérida,Umán,Ingeniería,Lic. en Contabilidad,Vespertino,Enero-Junio
2022,UVA20222129,F,NA,Tizimín,2005-01-30,Repetidor,NA,Cbtis 95,"Mérida, Yucatán",Ingeniería,Lic. en Nutrición,Matutino,2023-A
2022,UVA20223547,M,Mexicana,Tizimín,2000-05-06,Equivalencia,Chuburná,Cbtis 95,Tizimín,Ingeniería,Lic. en Criminología,Vespertino,Agosto-Diciembre
2022,UVA20221890,M,Mexicana,Mérida,1997-07-22,Equivalencia,Centro,Cbtis 95,NA,Ingeniería,Lic. en Diseño De Modas,Vespertino,2023-A
2022,UVA20229925,F,Mexicana,NA,1998-01-16,Repetidor,Chuburná,Cbtis 95,Kanasín,Licenciatura,Lic. en Admin. De Empresas,Vespertino,2024-B
2022,UVA20224325,F,Mexicana,NA,1999-08-31,Reinscrito,Chuburná,Conalep Mérida,NA,Licenciatura,Lic. en Enfermería,Matutino,2023-A
2022,UVA20223667,NA,Mexicana,Valladolid,1997-09-13,Repetidor,Centro,Conalep Mérida,Kanasín,Ingeniería,Ing. Civil,Vespertino,2023-A
2022,UVA20228323,NA,Mexicana,Cancún,2000-08-31,Reinscrito,Centro,NA,Tizimín,Licenciatura,Lic. en Odontología,Matutino,Agosto-Diciembre
2022,UVA20226962,F,Mexicana,NA,1996-10-31,Equivalencia,Centro,Preparatoria Estatal No. 1,Kanasín,Licenciatura,Lic. en Enfermería,Matutino,2024-B
2022,UVA20224686,F,Mexicana,Cancún,2002-09-12,Reinscrito,Centro,Preparatoria Estatal No. 1,Kanasín,Ingeniería,Lic. en Derecho,Vespertino,Agosto-Diciembre
2022,UVA20226112,NA,NA,Mérida,2000-07-26,Reinscrito,NA,Prepa Abierta,Tizimín,Licenciatura,Lic. en Arquitectura,Vespertino,Enero-Junio
2022,UVA20223537,M,NA,NA,1997-07-21,Repetidor,Centro,NA,Kanasín,Ingeniería,Lic. en Admin. De Empresas,Matutino,Agosto-Diciembre
2022,UVA20223816,F,NA,Valladolid,2002-10-22,Reinscrito,Itzimná,Preparatoria Estatal No. 1,NA,Ingeniería,Lic. en Nutrición,Vespertino,Agosto-Diciembre
2022,UVA20223494,F,NA,NA,2004-12-26,Equivalencia,Chuburná,NA,"Mérida, Yucatán",Licenciatura,Lic. en Educación,Vespertino,Agosto-Diciembre
2022,UVA20225604,M,Mexicana,Mérida,2000-08-08,Nuevo,Centro,NA,Umán,Licenciatura,Lic. en Psicología,Vespertino,Agosto-Diciembre
2022,UVA20227242,F,Mexicana,Tizimín,2002-04-15,Repetidor,Centro,NA,Tizimín,Ingeniería,Ing. Civil,Vespertino,Agosto-Diciembre
2022,UVA20229283,M,NA,Cancún,2002-08-13,Nuevo,NA,NA,Umán,Ingeniería,Lic. en Psicología,Matutino,2024-B
2022,UVA20228099,NA,Mexicana,Valladolid,2003-12-17,Equivalencia,NA,Preparatoria Estatal No. 1,NA,Licenciatura,Lic. en Psicología,Matutino,Enero-Junio
2022,UVA20227114,M,NA,Tizimín,2000-12-14,Equivalencia,Chuburná,Preparatoria Estatal No. 1,Kanasín,Ingeniería,Ing. Civil,Vespertino,Enero-Junio
2022,UVA20226087,NA,Mexicana,Cancún,2005-12-21,Equivalencia,Centro,Cbtis 95,Tizimín,Licenciatura,Lic. en Arquitectura,Vespertino,2024-B
2022,UVA20229042,F,Mexicana,Valladolid,2003-11-28,Equivalencia,Itzimná,Prepa Abierta,Kanasín,Ingeniería,Lic. en Odontología,Matutino,2023-A
2022,UVA20222054,F,NA,Valladolid,2000-11-21,Repetidor,Centro,NA,"Mérida, Yucatán",Ingeniería,Lic. en Admin. De Empresas,Matutino,2024-B
2022,UVA20227132,M,Mexicana,Mérida,2004-07-07,Nuevo,Francisco De Montejo,NA,Umán,Ingeniería,Lic. en Arquitectura,Vespertino,Enero-Junio
2022,UVA20225712,M,Mexicana,Mérida,2003-12-21,Reinscrito,Francisco De Montejo,Preparatoria Estatal No. 1,"Mérida, Yucatán",Licenciatura,Lic. en Nutrición,Vespertino,2024-B
2022,UVA20221765,M,NA,Cancún,1999-05-02,Reinscrito,Centro,NA,NA,Licenciatura,Lic. en Diseño De Modas,Vespertino,2024-B
2022,UVA20221329,F,Mexicana,Cancún,2000-11-25,Nuevo,Itzimná,Preparatoria Estatal No. 1,Umán,Licenciatura,Lic. en Nutrición,Matutino,2024-B
2022,UVA20222274,NA,NA,Tizimín,1998-05-04,Repetidor,Francisco De Montejo,Preparatoria Estatal No. 1,NA,Ingeniería,Lic. en Odontología,Matutino,2023-A
2022,UVA20228241,F,Mexicana,Mérida,2002-09-16,Equivalencia,Centro,NA,"Mérida, Yucatán",Licenciatura,Lic. en Admin. De Empresas,Matutino,2024-B
2022,UVA20228910,M,NA,Tizimín,1996-07-21,Equivalencia,Chuburná,NA,"Mérida, Yucatán",Licenciatura,Ing. Civil,Vespertino,2023-A
2022,UVA20222065,NA,Mexicana,Tizimín,2004-01-28,Nuevo,Francisco De Montejo,Cbtis 95,Kanasín,Ingeniería,Lic. en Nutrición,Vespertino,Agosto-Diciembre
2022,UVA20229224,F,Mexicana,NA,2004-01-11,Repetidor,Centro,Conalep Mérida,Umán,Ingeniería,Lic. en Criminología,Matutino,2024-B
2022,UVA20228472,F,NA,Mérida,2001-08-10,Repetidor,Chuburná,NA,Umán,Ingeniería,Lic. en Criminología,Matutino,Agosto-Diciembre
2022,UVA20225339,M,Mexicana,Tizimín,2001-04-08,Nuevo,Centro,NA,"Mérida, Yucatán",Ingeniería,Lic. en Diseño De Modas,Vespertino,2023-A
2022,UVA20228689,M,Mexicana,Tizimín,2005-02-16,Nuevo,Francisco De Montejo,Prepa Abierta,Umán,Licenciatura,Lic. en Educación,Matutino,2023-A
2022,UVA20224180,M,Mexicana,Tizimín,2000-09-15,Nuevo,Centro,Prepa Abierta,"Mérida, Yucatán",Licenciatura,Lic. en Psicología,Vespertino,2024-B
2022,UVA20226562,F,Mexicana,Cancún,2003-08-06,Reinscrito,Centro,Preparatoria Estatal No. 1,Kanasín,Ingeniería,Lic. en Psicología,Vespertino,2023-A
2022,UVA20227146,M,Mexicana,Cancún,1999-01-25,Equivalencia,Chuburná,NA,NA,Licenciatura,Lic. en Gastronomía,Matutino,2023-A
2022,UVA20222578,M,Mexicana,Cancún,2000-11-04,Repetidor,NA,NA,Umán,Licenciatura,Lic. en Fisioterapia,Matutino,2024-B
2022,UVA20223352,F,NA,Cancún,1997-05-07,Equivalencia,Centro,Cbtis 95,Umán,Licenciatura,Ing. Civil,Matutino,Agosto-Diciembre
2022,UVA20229584,M,Mexicana,Valladolid,2003-06-18,Reinscrito,Itzimná,Prepa Abierta,Umán,Licenciatura,Ing. en Procesos De Manufactura,Matutino,Enero-Junio
2022,UVA20221791,M,NA,Tizimín,1995-04-01,Nuevo,Centro,Prepa Abierta,NA,Ingeniería,Lic. en Fisioterapia,Vespertino,2023-A
2022,UVA20225401,M,Mexicana,Cancún,2000-08-18,Equivalencia,Centro,Cbtis 95,Kanasín,Ingeniería,Ing. en Procesos De Manufactura,Matutino,2024-B
2022,UVA20224947,F,NA,Tizimín,2001-10-09,Reinscrito,Centro,Preparatoria Estatal No. 1,Kanasín,Licenciatura,Lic. en Contabilidad,Vespertino,2023-A
2022,UVA20221911,M,NA,Mérida,1996-12-18,Repetidor,NA,Preparatoria Estatal No. 1,Kanasín,Licenciatura,Ing. Civil,Matutino,2023-A
2022,UVA20226048,NA,Mexicana,Valladolid,1998-12-05,Nuevo,Chuburná,NA,Tizimín,Licenciatura,Lic. en Psicología,Matutino,2023-A
2022,UVA20225954,F,NA,Cancún,1995-10-13,Equivalencia,Centro,Conalep Mérida,NA,Licenciatura,Lic. en Enfermería,Matutino,Enero-Junio
2022,UVA20227586,M,NA,NA,1998-05-24,Nuevo,NA,Conalep Mérida,NA,Ingeniería,Lic. en Educación,Matutino,2023-A
2022,UVA20225360,NA,Mexicana,Valladolid,2001-10-01,Repetidor,Centro,Prepa Abierta,Kanasín,Licenciatura,Lic. en Psicología,Matutino,2024-B
2022,UVA20227668,M,NA,Mérida,2002-07-04,Reinscrito,Centro,Preparatoria Estatal No. 1,Tizimín,Licenciatura,Lic. en Admin. De Empresas,Vespertino,2024-B
2022,UVA20222319,M,Mexicana,NA,2003-03-22,Reinscrito,Chuburná,NA,NA,Licenciatura,Lic. en Contabilidad,Matutino,Agosto-Diciembre
2022,UVA20224678,M,Mexicana,Mérida,1998-12-15,Nuevo,Centro,Prepa Abierta,NA,Licenciatura,Lic. en Criminología,Vespertino,Enero-Junio
2022,UVA20224656,F,Mexicana,Valladolid,2003-11-13,Equivalencia,Francisco De Montejo,Cbtis 95,Tizimín,Ingeniería,Lic. en Educación,Matutino,2023-A
2022,UVA20228015,F,Mexicana,Tizimín,2000-06-28,Equivalencia,Centro,NA,Tizimín,Licenciatura,Lic. en Psicología,Matutino,2023-A
2022,UVA20225052,M,Mexicana,Cancún,1997-05-01,Nuevo,Centro,Preparatoria Estatal No. 1,Tizimín,Ingeniería,Lic. en Enfermería,Matutino,2024-B
2022,UVA20227818,F,Mexicana,Valladolid,2001-03-05,Equivalencia,NA,Cbtis 95,"Mérida, Yucatán",Licenciatura,Lic. en Enfermería,Vespertino,2023-A
