anio,matricula,edad,sexo,carrera,modalidad,tipo_ciclo,ciclo,periodo
2024,312024015,22,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,6
2024,312024016,22,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,3
2024,312024017,22,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,3
2024,312024018,23,Masculino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Enero-Abril,6
2024,312024019,23,Masculino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Enero-Abril,3
2024,312024020,23,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Enero-Abril,8
2024,312024021,23,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Enero-Abril,6
2024,312024022,23,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,4
2024,312024023,23,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,2
2024,312024024,24,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,6
2024,312024025,25,Masculino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Enero-Abril,4
2024,312024026,26,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,9
2024,312024027,28,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Enero-Abril,3
2024,312024028,28,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Enero-Abril,5
2024,312024029,29,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,7
2024,022024001,17,Femenino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Mayo-Agosto,2
2024,022024002,19,Femenino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Enero-Abril,2
2024,022024003,19,Femenino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Mayo-Agosto,7
2024,022024004,19,Femenino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Enero-Abril,2
2024,022024005,19,Femenino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Septiembre-Diciembre,8
2024,022024006,19,Femenino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Enero-Abril,1
2024,022024007,20,Masculino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Mayo-Agosto,4
2024,022024008,20,Femenino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Mayo-Agosto,2
2024,022024009,21,Masculino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Mayo-Agosto,4
2024,022024010,21,Femenino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Mayo-Agosto,4
2024,022024011,22,Masculino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Mayo-Agosto,5
2024,022024012,22,Masculino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Enero-Abril,8
2024,022024013,22,Femenino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Enero-Abril,7
2024,022024014,22,Femenino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Mayo-Agosto,3
2024,022024015,22,Femenino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Septiembre-Diciembre,1
2024,022024016,23,Masculino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Septiembre-Diciembre,2
2024,022024017,23,Femenino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Mayo-Agosto,7
2024,022024018,23,Femenino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Mayo-Agosto,6
2024,022024019,23,Femenino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Mayo-Agosto,7
2024,022024020,23,Femenino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Mayo-Agosto,2
2024,022024021,39,Masculino,Ciencias De La Educación,Escolarizada,Cuatrimestral,Mayo-Agosto,7
2024,322024001,17,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,5
2024,322024002,19,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Enero-Abril,3
2024,322024003,19,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Enero-Abril,3
2024,322024004,19,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Enero-Abril,5
2024,322024005,19,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Enero-Abril,4
2024,322024006,19,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,9
2024,322024007,19,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Enero-Abril,5
2024,322024008,19,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,4
2024,322024009,19,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,6
2024,322024010,19,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Enero-Abril,5
2024,322024011,20,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Enero-Abril,4
2024,322024012,20,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,8
2024,322024013,21,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Enero-Abril,3
2024,322024014,22,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,6
2024,322024015,22,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,1
2024,322024016,22,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,6
2024,322024017,22,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,7
2024,322024018,22,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Enero-Abril,3
2024,322024019,22,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,6
2024,322024020,22,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,1
2024,322024021,22,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,5
2024,322024022,23,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Enero-Abril,1
2024,322024023,23,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Enero-Abril,7
2024,322024024,23,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,5
2024,322024025,23,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,2
2024,322024026,23,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,2
2024,322024027,23,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,4
2024,322024028,24,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,1
2024,322024029,24,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Enero-Abril,5
2024,322024030,26,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,1
2024,322024031,26,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,6
2024,322024032,27,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Enero-Abril,2
2024,322024033,27,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,1
2024,322024034,27,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Enero-Abril,2
2024,322024035,28,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Enero-Abril,4
2024,322024036,28,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,6
2024,322024037,28,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,2
2024,322024038,29,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,7
2024,322024039,29,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,2
2024,322024040,30,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,9
2024,322024041,32,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,9
2024,322024042,32,Femenino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,9
2024,322024043,33,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Enero-Abril,3
2024,322024044,39,Masculino,Contaduría Pública,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,7
2024,122024001,19,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Septiembre-Diciembre,3
2024,122024002,19,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Septiembre-Diciembre,8
2024,122024003,19,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Enero-Abril,4
2024,122024004,19,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Mayo-Agosto,8
2024,122024005,19,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Enero-Abril,9
2024,122024006,19,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Enero-Abril,6
2024,122024007,19,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Septiembre-Diciembre,3
2024,122024008,19,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Mayo-Agosto,1
2024,122024009,19,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Septiembre-Diciembre,3
2024,122024010,19,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Septiembre-Diciembre,1
2024,122024011,19,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Mayo-Agosto,3
2024,122024012,19,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Septiembre-Diciembre,9
2024,122024013,19,Femenino,Contaduría Pública,Escolarizada,Cuatrimestral,Mayo-Agosto,2
2024,122024014,19,Femenino,Contaduría Pública,Escolarizada,Cuatrimestral,Mayo-Agosto,7
2024,122024015,19,Femenino,Contaduría Pública,Escolarizada,Cuatrimestral,Septiembre-Diciembre,7
2024,122024016,19,Femenino,Contaduría Pública,Escolarizada,Cuatrimestral,Septiembre-Diciembre,1
2024,122024017,19,Femenino,Contaduría Pública,Escolarizada,Cuatrimestral,Enero-Abril,1
2024,122024018,19,Femenino,Contaduría Pública,Escolarizada,Cuatrimestral,Enero-Abril,8
2024,122024019,20,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Enero-Abril,9
2024,122024020,20,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Mayo-Agosto,1
2024,122024021,20,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Mayo-Agosto,5
2024,122024022,20,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Mayo-Agosto,5
2024,122024023,20,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Enero-Abril,8
2024,122024024,20,Femenino,Contaduría Pública,Escolarizada,Cuatrimestral,Mayo-Agosto,4
2024,122024025,20,Femenino,Contaduría Pública,Escolarizada,Cuatrimestral,Enero-Abril,6
2024,122024026,20,Femenino,Contaduría Pública,Escolarizada,Cuatrimestral,Septiembre-Diciembre,5
2024,122024027,20,Femenino,Contaduría Pública,Escolarizada,Cuatrimestral,Septiembre-Diciembre,9
2024,122024028,21,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Enero-Abril,6
2024,122024029,21,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Enero-Abril,6
2024,122024030,21,Femenino,Contaduría Pública,Escolarizada,Cuatrimestral,Enero-Abril,5
2024,122024031,22,Femenino,Contaduría Pública,Escolarizada,Cuatrimestral,Mayo-Agosto,3
2024,122024032,22,Femenino,Contaduría Pública,Escolarizada,Cuatrimestral,Mayo-Agosto,2
2024,122024033,22,Femenino,Contaduría Pública,Escolarizada,Cuatrimestral,Septiembre-Diciembre,4
2024,122024034,23,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Mayo-Agosto,7
2024,122024035,23,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Septiembre-Diciembre,4
2024,122024036,23,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Enero-Abril,1
2024,122024037,23,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Enero-Abril,4
2024,122024038,23,Femenino,Contaduría Pública,Escolarizada,Cuatrimestral,Septiembre-Diciembre,2
2024,122024039,23,Femenino,Contaduría Pública,Escolarizada,Cuatrimestral,Enero-Abril,5
2024,122024040,26,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Mayo-Agosto,6
2024,122024041,28,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Mayo-Agosto,4
2024,122024042,28,Masculino,Contaduría Pública,Escolarizada,Cuatrimestral,Enero-Abril,7
2024,162024001,19,Masculino,Criminología,Escolarizada,Cuatrimestral,Mayo-Agosto,2
2024,162024002,19,Masculino,Criminología,Escolarizada,Cuatrimestral,Enero-Abril,2
2024,162024003,19,Masculino,Criminología,Escolarizada,Cuatrimestral,Mayo-Agosto,9
2024,162024004,19,Masculino,Criminología,Escolarizada,Cuatrimestral,Mayo-Agosto,5
2024,162024005,19,Femenino,Criminología,Escolarizada,Cuatrimestral,Septiembre-Diciembre,3
2024,162024006,19,Femenino,Criminología,Escolarizada,Cuatrimestral,Septiembre-Diciembre,8
2024,162024007,19,Femenino,Criminología,Escolarizada,Cuatrimestral,Mayo-Agosto,6
2024,162024008,19,Femenino,Criminología,Escolarizada,Cuatrimestral,Mayo-Agosto,5
2024,162024009,19,Femenino,Criminología,Escolarizada,Cuatrimestral,Septiembre-Diciembre,5
2024,162024010,19,Femenino,Criminología,Escolarizada,Cuatrimestral,Enero-Abril,7
2024,162024011,19,Femenino,Criminología,Escolarizada,Cuatrimestral,Enero-Abril,6
2024,162024012,19,Femenino,Criminología,Escolarizada,Cuatrimestral,Enero-Abril,2
2024,162024013,19,Femenino,Criminología,Escolarizada,Cuatrimestral,Septiembre-Diciembre,7
2024,162024014,19,Femenino,Criminología,Escolarizada,Cuatrimestral,Septiembre-Diciembre,7
2024,162024015,19,Femenino,Criminología,Escolarizada,Cuatrimestral,Mayo-Agosto,9
2024,162024016,20,Masculino,Criminología,Escolarizada,Cuatrimestral,Mayo-Agosto,7
2024,162024017,20,Femenino,Criminología,Escolarizada,Cuatrimestral,Enero-Abril,1
2024,162024018,20,Femenino,Criminología,Escolarizada,Cuatrimestral,Mayo-Agosto,4
2024,162024019,20,Femenino,Criminología,Escolarizada,Cuatrimestral,Mayo-Agosto,8
2024,162024020,21,Femenino,Criminología,Escolarizada,Cuatrimestral,Enero-Abril,8
2024,162024021,21,Femenino,Criminología,Escolarizada,Cuatrimestral,Mayo-Agosto,4
2024,162024022,21,Femenino,Criminología,Escolarizada,Cuatrimestral,Mayo-Agosto,2
2024,162024023,21,Femenino,Criminología,Escolarizada,Cuatrimestral,Septiembre-Diciembre,5
2024,162024024,22,Masculino,Criminología,Escolarizada,Cuatrimestral,Septiembre-Diciembre,3
2024,162024025,22,Masculino,Criminología,Escolarizada,Cuatrimestral,Septiembre-Diciembre,3
2024,162024026,22,Femenino,Criminología,Escolarizada,Cuatrimestral,Enero-Abril,2
2024,162024027,22,Femenino,Criminología,Escolarizada,Cuatrimestral,Septiembre-Diciembre,6
2024,352024001,19,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,1
2024,352024002,19,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,5
2024,352024003,19,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,9
2024,352024004,19,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Enero-Abril,1
2024,352024005,19,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,5
2024,352024006,19,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,2
2024,352024007,20,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,4
2024,352024008,20,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,4
2024,352024009,20,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Enero-Abril,1
2024,352024010,20,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Enero-Abril,8
2024,352024011,20,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,1
2024,352024012,21,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Enero-Abril,7
2024,352024013,21,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Enero-Abril,8
2024,352024014,21,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,9
2024,352024015,21,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Enero-Abril,2
2024,352024016,21,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,2
2024,352024017,21,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Enero-Abril,9
2024,352024018,21,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,8
2024,352024019,21,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,3
2024,352024020,21,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Enero-Abril,2
2024,352024021,21,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Enero-Abril,1
2024,352024022,21,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,8
2024,352024023,22,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,7
2024,352024024,22,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,8
2024,352024025,22,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Enero-Abril,6
2024,352024026,23,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,2
2024,352024027,23,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,5
2024,352024028,23,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,7
2024,352024029,23,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,8
2024,352024030,23,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Enero-Abril,4
2024,352024031,24,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Enero-Abril,4
2024,352024032,24,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Enero-Abril,8
2024,352024033,24,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Enero-Abril,8
2024,352024034,25,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Enero-Abril,2
2024,352024035,25,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,1
2024,352024036,25,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,4
2024,352024037,26,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,7
2024,352024038,26,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,6
2024,352024039,26,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,5
2024,352024040,27,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,5
2024,352024041,32,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,6
2024,352024042,32,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,4
2024,352024043,34,Masculino,Derecho,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,9
2024,352024044,35,Femenino,Derecho,Mixto/Sabatino,Cuatrimestral,Enero-Abril,6
2024,082024001,19,Masculino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,8
2024,082024002,19,Masculino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,5
2024,082024003,19,Masculino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,8
2024,082024004,19,Masculino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,9
2024,082024005,19,Masculino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,7
2024,082024006,19,Masculino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,4
2024,082024007,19,Masculino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,4
2024,082024008,19,Masculino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,8
2024,082024009,19,Masculino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,7
2024,082024010,19,Masculino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,5
2024,082024011,19,Masculino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,3
2024,082024012,19,Masculino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,5
2024,082024013,19,Femenino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,2
2024,082024014,19,Femenino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,8
2024,082024015,19,Femenino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,7
2024,082024016,19,Femenino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,3
2024,082024017,19,Femenino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,6
2024,082024018,19,Femenino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,8
2024,082024019,19,Femenino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,9
2024,082024020,19,Femenino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,6
2024,082024021,19,Femenino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,7
2024,082024022,19,Femenino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,8
2024,082024023,19,Femenino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,2
2024,082024024,19,Femenino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,9
2024,082024025,19,Femenino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,4
2024,082024026,19,Femenino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,3
2024,082024027,19,Femenino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,7
2024,082024028,19,Femenino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,2
2024,082024029,20,Masculino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,5
2024,082024030,20,Masculino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,9
2024,082024031,20,Masculino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,2
2024,082024032,20,Masculino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,3
2024,082024033,20,Masculino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,3
2024,082024034,20,Masculino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,5
2024,082024035,20,Masculino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,9
2024,082024036,20,Masculino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,8
2024,082024037,20,Masculino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,6
2024,082024038,20,Femenino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,7
2024,082024039,20,Femenino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,9
2024,082024040,20,Femenino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,4
2024,082024041,20,Femenino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,3
2024,082024042,20,Femenino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,5
2024,082024043,21,Masculino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,1
2024,082024044,21,Masculino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,9
2024,082024045,21,Masculino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,1
2024,082024046,21,Femenino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,9
2024,082024047,21,Femenino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,4
2024,082024048,21,Femenino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,9
2024,082024049,22,Masculino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,1
2024,082024050,22,Masculino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,2
2024,082024051,23,Masculino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,1
2024,082024052,23,Masculino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,3
2024,082024053,23,Masculino,Derecho,Escolarizada,Cuatrimestral,Enero-Abril,5
2024,082024054,23,Masculino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,1
2024,082024055,24,Masculino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,6
2024,082024056,25,Masculino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,3
2024,082024057,27,Femenino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,2
2024,082024058,45,Femenino,Derecho,Escolarizada,Cuatrimestral,Mayo-Agosto,1
2024,082024059,46,Masculino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,4
2024,082024060,47,Masculino,Derecho,Escolarizada,Cuatrimestral,Septiembre-Diciembre,1
2024,332024001,19,Masculino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,3
2024,332024002,19,Femenino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,8
2024,332024003,19,Femenino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Enero-Abril,5
2024,332024004,19,Femenino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Enero-Abril,5
2024,332024005,19,Femenino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,8
2024,332024006,19,Femenino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,1
2024,332024007,19,Femenino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Enero-Abril,6
2024,332024008,19,Femenino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,8
2024,332024009,19,Femenino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Enero-Abril,8
2024,332024010,19,Femenino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Enero-Abril,2
2024,332024011,20,Femenino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Enero-Abril,3
2024,332024012,20,Femenino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Enero-Abril,5
2024,332024013,21,Masculino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,2
2024,332024014,21,Femenino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Enero-Abril,3
2024,332024015,21,Femenino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,2
2024,332024016,22,Masculino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,4
2024,332024017,22,Femenino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,4
2024,332024018,23,Femenino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Enero-Abril,6
2024,332024019,24,Masculino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,6
2024,332024020,24,Femenino,Diseño de Modas,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,2
