nombre_original,nombre_google,direccion,municipio,estado,lat,lng,es_yucatan,criterio,place_id
INSTITUTO COMERCIAL BANCARIO,Instituto Comercial Bancarios,"C. 62 373, Centro, 97000 Mérida, Yuc., Mexico",,,20.9769733,-89.6227462,True,"coordenadas,texto",ChIJ-z4iVV5xVo8RR8gV3docGO4
INSTITUTO DAVID ALFARO,Institute of Higher Studies David Alfaro Siqueiros,"x 26, C. 65 230, Miraflores, 97179 Mérida, Yuc., Mexico",,,20.9578572,-89.5982154,True,"coordenadas,texto",ChIJ2_nnFA9xVo8RPP48g0Sk9Rk
INSTITUTO MEXICO,Instituto México,"C. 50 290, Roma, 97218 Mérida, Yuc., Mexico",,,20.9908735,-89.64706699999999,True,"coordenadas,texto",ChIJPUXhjotzVo8RoD0NqfKSOYA
JOSE MARIA MORELOS Y PAVON,Jardin De Niños Jose Maria Morelos Y Pavon,"Av. Felipe Carrillo Puerto 92-98, Felipe Carrillo Puerto, 97208 Mérida, Yuc., Mexico",,,20.9960722,-89.6005856,True,"coordenadas,texto",ChIJt3CEbjNxVo8RZ9ODl7CJ5ow
JOSE VASCONCELOS,Instituto Superior José Vasconcelos,"C. 59 615 B-x 80 y 82, Barrio de Santiago, Centro, 97000 Mérida, Yuc., Mexico",,,20.9710341,-89.6370797,True,"coordenadas,texto",ChIJqeuBqsNzVo8R_XofP24DFDE
JOSEFINA ROSADO DE PATRON,Josefina By Vero Solis,"Miguel Hidalgo y Costilla 1337, Maria Luisa, Obispado, 64049 Monterrey, N.L., Mexico",,,25.6703359,-100.3342165,False,,ChIJbeXXNRy-YoYRhdaoHEsfhQQ
PREPARATORIA JUVENTUS,Colegio Juventus de Puebla,"Barrio de SanJuan, Prol. José María Lafragua O Peol 24 Sur S/N, San Francisco Totimehuacan, 72590 Heroica Puebla de Zaragoza, Pue., Mexico",,,18.975037,-98.1967028,False,,ChIJQfMWiNDAz4URali-jxm8kNc
COBAY KOMCHEN,Colegio de Bachilleres del Estado de Yucatán,"Calle 34 420-B x 35, Col. López Mateos, López Mateos, 97440 Mérida, Yuc., Mexico",,,20.9821261,-89.6031649,True,"coordenadas,texto",ChIJAQAAUDpxVo8RJfHKu9DbOzA
LUIS PASTEUR - CAMPECHE,Luis Pasteur school,"295, Av Gobernadores, Huanal, 24070 San Francisco de Campeche, Camp., Mexico",,,19.842567,-90.5143368,False,,ChIJt1kSeFCxUBERVCeGU6iHdVs
LA SALLE BOULLEWARES,La Salle,"Benjamín Franklin 45, Col. Condesa, Cuauhtémoc, Hipódromo Condesa, Cuauhtémoc, 06170 Ciudad de México, CDMX, Mexico",,,19.4082011,-99.1804834,False,,ChIJHxkxJwH_0YURRfxGod1JxBc
PREPARATORIA LAFAYETTE,Centro de Estudios Lafayette,"Calle 35 Número 99A, Tila, 24170 Cdad. del Carmen, Camp., Mexico",,,18.6434614,-91.8314948,False,,ChIJu1ACZZ0H8YURhV4L4UpFYGk
LUIS ALVAREZ BARRET,Centro Educacional Evelio González Montalvo,"C. 53 x 32 y 34, Chuminópolis, 97158 Mérida, Yuc., Mexico",,,20.9714619,-89.6051549,True,"coordenadas,texto",ChIJNzn8IRVxVo8RkRAWeWfeGz8
MAHATMA GANDHI,Mahatma Gandhi College,"Ejido San Lorenzo Tezonco 184, San Francisco Culhuacan, San Francisco Culhuacan de Sta Ana, Coyoacán, 04260 Ciudad de México, CDMX, Mexico",,,19.3328007,-99.12194579999999,False,,ChIJZURKPucBzoURqzT7J2ejW4I
CETMAR-PROGRESO,Cetmar Yucalpeten,"Km 1.5 Antigua Carretera a Chelem. Calle 27 Lib, Calle 27, Boulevard Turístico Yucalpetén, 97320 Progreso, Yuc., Mexico",,,21.2805573,-89.6974939,True,"coordenadas,texto",ChIJAQAAANXcVY8RHtUk3619vXM
COLEGIO MANUEL SANCHEZ MARMOL,Colegio Manuel Sánchez Marmol,"Carlos Alberto Madrazo 90, Independencia, 86800 Teapa, Tab., Mexico",,,17.5647056,-92.9375989,False,,ChIJAQAAMLOw7YUR4tFcnYIVuk0
MANUEL CRESCENCIO REJON,Mérida International Airport,"97255 Merida, Yucatan, Mexico",,,20.9335705,-89.65659889999999,True,"coordenadas,texto",ChIJ1-pVRVhyVo8RXJBJMqoPEy4
MEXICANA DEL MAYAB,"""Mexican Del Mayab"" PREPARATORY","C. 61 322, Esperanza, 97169 Mérida, Yuc., Mexico",,,20.9646246,-89.59831729999999,True,"coordenadas,texto",ChIJI4byXBBxVo8Rx4oZ4NpTZ04
PREPARATORIA MODELO,Universidad Modelo,"México 176, 97305 Mérida, Yuc., Mexico",,,21.0285163,-89.5677716,True,"coordenadas,texto",ChIJp6PVWGt3Vo8RA-Y5DaaGSzo
PREPARATORIA MUNA,Preparatoria Muna,"Muna, 97840 Muna, Yucatan, Mexico",,,20.4871693,-89.7226697,True,"coordenadas,texto",ChIJA_Zsljw3Vo8RY4uFpJyD0O8
UNIVERSIDAD DE MUNDO MAYA,Universidad Mundo Maya,"Calle 10 No. 17, Poblado IMI II, 24560 San Francisco de Campeche, Camp., Mexico",,,19.8810442,-90.4780397,True,coordenadas,ChIJRQ9l58o5-IUR-k4IyRccSIw
COBAY PLANTEL PETO,Colegio de bachilleres del estado de yucatan plantel peto,"97930 Peto, Yucatan, Mexico",,,20.0941458,-88.9152014,True,"coordenadas,texto",ChIJ3dj4VBcxV48R9BSYzlUngo4
PREPARATORIA 7,"Escuela Nacional Preparatoria N° 7 ""Ezequiel A. Chávez"" UNAM","Calz. de la Viga 54-P. B, Merced Balbuena, Venustiano Carranza, 15810 Ciudad de México, CDMX, Mexico",,,19.4186906,-99.1269581,False,,ChIJES1W98b-0YUR3QdzmAbRw_A
PREPA ACANCEH,Preparatoria Acanceh A.C.,"Acanceh, 97380 112 Calle 25, 97380 Acanceh, Yuc., Mexico",,,20.8118789,-89.45380569999999,True,coordenadas,ChIJW2Zzbt5jVo8RUHRCDn0ZTpM
PREPA ABIERTA,Preparatoria Abierta Yucatán,"Calle 31 A, y 29, entre 8, San Esteban, 97149 Mérida, Yuc., Mexico",,,20.9958939,-89.5903041,True,"coordenadas,texto",ChIJY4D7ZStxVo8RIS7fdvhqQPo
PREPARATORIA LIBRE,Preparatoria Abierta Yucatán,"Calle 31 A, y 29, entre 8, San Esteban, 97149 Mérida, Yuc., Mexico",,,20.9958939,-89.5903041,True,"coordenadas,texto",ChIJY4D7ZStxVo8RIS7fdvhqQPo
PREPA LIBRE SEP,Preparatoria Abierta Yucatán,"Calle 31 A, y 29, entre 8, San Esteban, 97149 Mérida, Yuc., Mexico",,,20.9958939,-89.5903041,True,"coordenadas,texto",ChIJY4D7ZStxVo8RIS7fdvhqQPo
PREPARATORIA ESTATAL No. 8,State School Num. 8 Carlos Castillo Peraza,"C. 51, Francisco de Montejo II, 97203 Mérida, Yuc., Mexico",,,21.0342213,-89.65219619999999,True,"coordenadas,texto",ChIJgb3e9E90Vo8RlUeUtndc91Y
PREPARATORIA ESTATAL CTM #3,Escuela Preparatoria Estatal 3 Ctm,"C. 57 Lote Núm. 746, entre 16 y Cto. Colonias, Fraccionamiento del Parque, 97160 Mérida, Yuc., Mexico",,,20.9674585,-89.5888573,True,"coordenadas,texto",ChIJGYJ5tmZxVo8R6C-MoLF7nCo
PREPA 1,Preparatoria Uno UADY,"Calle 41 s/n, Industrial, 97155 Mérida, Yuc., Mexico",,,20.9778007,-89.6007042,True,"coordenadas,texto",ChIJa7LkOTxxVo8RvCrRUS7dm_s
PREPARATORIA 11,Preparatoria 11,"Calz. Independencia Norte & C. Industria, Zona Centro, 44100 Guadalajara, Jal., Mexico",,,20.6872873,-103.3320978,False,,ChIJ3-zPEACxKIQRgM0oAHV7joo
PREPARATORIA ESTATAL 3,Escuela Preparatoria Estatal 3 Ctm,"C. 57 Lote Núm. 746, entre 16 y Cto. Colonias, Fraccionamiento del Parque, 97160 Mérida, Yuc., Mexico",,,20.9674585,-89.5888573,True,"coordenadas,texto",ChIJGYJ5tmZxVo8R6C-MoLF7nCo
PREPA 4 CANSAHCAB,Preparatoria Estatal N°4 Victor Jesús Manzanilla Jimenez,"Calle 20 S/N, Cansahcab Centro, 97410 Cansahcab, Yuc., Mexico",,,21.1620994,-89.10155590000001,True,coordenadas,ChIJN6PWgtwhVI8Ravkio-1hY-o
PREPARATORIA #5 AGUSTIN FRANCO VILLANUEVA,Prepa 5 Agustín Franco Villanueva,"Calle 67 por 50, Centro, 97000 Mérida, Yuc., Mexico",,,20.9621119,-89.6168203,True,"coordenadas,texto",ChIJIbSz9slzVo8RQxua1oVCpug
PREPA 7,"Escuela Nacional Preparatoria N° 7 ""Ezequiel A. Chávez"" UNAM","Calz. de la Viga 54-P. B, Merced Balbuena, Venustiano Carranza, 15810 Ciudad de México, CDMX, Mexico",,,19.4186906,-99.1269581,False,,ChIJES1W98b-0YUR3QdzmAbRw_A
PREPARATORIA NO. 8,State School Num. 8 Carlos Castillo Peraza,"C. 51, Francisco de Montejo II, 97203 Mérida, Yuc., Mexico",,,21.0342213,-89.65219619999999,True,"coordenadas,texto",ChIJgb3e9E90Vo8RlUeUtndc91Y
VICTOR MANUEL CERVERA PACHECO,"ESCUELA SECUNDARIA TECNICA No.72 ""VICTOR MANUEL CERVERA PACHECO""","C. 22 110, Nora Quintana, 97246 Mérida, Yuc., Mexico",,,20.9883863,-89.6737615,True,"coordenadas,texto",ChIJHYvuD2VzVo8RtgWaL4GsQpo
PREPARATORIA ESTATAL 2,State High School 2 General Salvador Alvarado,"C. 20 302-x18, Pedregales de Tanlum, 97210 Mérida, Yuc., Mexico",,,21.0018903,-89.6282459,True,"coordenadas,texto",ChIJ____oxB0Vo8RjMpaEcMtAFw
PREPARATORIA MEXICO,Escuela Preparatoria de México,"C. 72 453, Centro, 97000 Mérida, Yuc., Mexico",,,20.9738968,-89.6292287,True,"coordenadas,texto",ChIJgX1XHN5zVo8RmXcEdkik1Sk
PREPARATORIA MIGUEL ANGEL,Escuela Miguel Angel,"Calle 5 Sur N, San Antonio Cinta, 97139 Mérida, Yuc., Mexico",,,21.006643,-89.5967386,True,"coordenadas,texto",ChIJowAh09F2Vo8RLiecw9xA6rI
PREPARATORIA PROGRESO,Prepa México,"Calle 4 486, Fraccionamiento del Parque, 97166 Mérida, Yuc., Mexico",,,20.9665858,-89.5912025,True,"coordenadas,texto",ChIJWfs_QRxxVo8Ra5UACdBrhN4
PREPARATORIA DE TAHDZIBICHEN,Escuela Preparatoria Estatal N°6 Alianza de Camioneros,"C. 64 602, entre 75 de la, Centro, 97000 Mérida, Yuc., Mexico",,,20.9574484,-89.62768059999999,True,"coordenadas,texto",ChIJNayUjNZzVo8RY_E3gxXj-oI
PREPARATORIA YUCATAN,"Preparatoria Yucatán, Mons. Luis Miguel Cantón Marín","Por Calle 70 y Calle 72 551 Calle 61 Centro, C. 61 549-550, Barrio de Santiago, Centro, 97000 Mérida, Yuc., Mexico",,,20.9686663,-89.6303255,True,"coordenadas,texto",ChIJdyUJD9xzVo8RSr5MxJ1rENU
PREPARATORIA 1 UADY,Preparatoria Uno UADY,"Calle 41 s/n, Industrial, 97155 Mérida, Yuc., Mexico",,,20.9778007,-89.6007042,True,"coordenadas,texto",ChIJa7LkOTxxVo8RvCrRUS7dm_s
PREPARATORIA 3 UADY,UADY Unidad Académica Bachillerato con Interacción Comunitaria,"Calle 185 S/N x 90-B y 92, Sin Nombre de Col 18, 97290 Mérida, Yuc., Mexico",,,20.898006,-89.65556459999999,True,"coordenadas,texto",ChIJC0nMY4ZtVo8R1LbmXlqXtm8
PREPARATORIA 4,"Escuela Nacional Preparatoria N° 4 ""Vidal Castañeda y Najera"" UNAM","Av Observatorio 170-P. B, Observatorio, Miguel Hidalgo, 11860 Ciudad de México, CDMX, Mexico",,,19.4040928,-99.1949173,False,,ChIJXQGZiN4B0oURLCEZcBDWxo4
PREPARATORIA ESTATAL No. 9,Preparatoria Estatal No. 9 Victor Manuel Cervera Pacheco,"YUC 31, 97882 San José, Yuc., Mexico",,,20.2699527,-89.4411926,True,coordenadas,ChIJkVdQHLKrV48R0VqGhids7WM
PRONACE,PRONAT,"C. 15 210B, García Ginerés, 97070 Mérida, Yuc., Mexico",,,20.9908962,-89.6356035,True,"coordenadas,texto",ChIJOa2CMrNzVo8Rc6bMgUI8t3Y
REPUBLICA DE MEXICO,Universidad República de México,"Calle 72 #453 por 53 y 51 (Santiago, Av. Reforma, Centro, 97000 Mérida, Yuc., Mexico",,,20.9738329,-89.62929050000001,True,"coordenadas,texto",ChIJ6ZSvo-BzVo8RJ31-zRdYp-Y
RICARDO FLORES MAGÓN,Ricardo Flores Magón,"Ricardo Flores Magón, 97173 Mérida, Yuc., Mexico",,,20.9583567,-89.58453639999999,True,"coordenadas,texto",ChIJxyK_RfxwVo8R7u-DjMDo_VI
ROGERS HALL,Rogers Hall,"Rogers Hall, C. 36, Campestre, 97120 Mérida, Yuc., Mexico",,,21.0042573,-89.6172189,True,"coordenadas,texto",ChIJf_uwcq52Vo8RW803C0OZvmU
SERAPIO RENDÓN,Serapio Rendón,"Serapio Rendón, 97285 Mérida, Yuc., Mexico",,,20.9286268,-89.61633590000001,True,"coordenadas,texto",ChIJ5WgjZZJxVo8Rc18FKzvVIG0
SALVADOR ALVARADO,Salvador Alvarado Municipality,"Salvador Alvarado Municipality, Sinaloa, Mexico",,,25.4606326,-108.0785167,False,,ChIJcYzEjM94vIYRgt_gmugH_jw
COLEGIO SAN AGUSTIN,Colegio San Agustín,"C. 58 480B, Parque Santa Lucia, Centro, 97000 Mérida, Yuc., Mexico",,,20.9691577,-89.6213787,True,"coordenadas,texto",ChIJu9ehQ2FxVo8R9nxhZTEzOTk
SIGLO XXI,Yucatán Siglo XXI Convention Centre,"Calle 60 Nte 299, Zona Industrial, Revolucion, 97118 Mérida, Yuc., Mexico",,,21.0331618,-89.63013240000001,True,"coordenadas,texto",ChIJ067iACZ0Vo8R96YEjQ7qFmk
SERVICIO NACIONAL DE BACHILLERATO EN LINEA,Prepa en Línea - SEP,"Av. Revolución 1425, Tlacopac, Álvaro Obregón, 01040 Ciudad de México, CDMX, Mexico",,,19.3558384,-99.1901359,False,,ChIJhaz2Ix4A0oUR1QeDOZM2xB8
COBAY TEKAX,COBAY Chenkú,"Calle 32, Por Calle 25 y 27 SN, Residencial del Nte, 97219 Mérida, Yuc., Mexico",,,21.0075773,-89.64999329999999,True,"coordenadas,texto",ChIJT_wNmXF0Vo8Rp9ajD_EtYJs
UNIVERSIDAD TECMILENIO,TecMilenio University Merida,"Calle 53 Diagonal No. 665, Real Montejo, 97302 Mérida, Yuc., Mexico",,,21.0382611,-89.6615886,True,"coordenadas,texto",ChIJp2ewQFZ0Vo8R2DhtMpg4hV4
TELEBACHILLERATO,TBCEY Coordinación Estatal (Telebachillerato Comunitario del Estado de Yucatán),"C. 8, San Esteban, 97149 Mérida, Yuc., Mexico",,,20.996003,-89.5899637,True,"coordenadas,texto",ChIJm-FVbytxVo8RUfV0bsiW0ZI
COBAY TICUL,Escuela Preparatoria Cobay,"C. 41 187, Centro, 97860 Ticul, Yuc., Mexico",,,20.3830993,-89.52936849999999,True,"coordenadas,texto",ChIJSb6QcV5SVo8R3oAJw2hp0N8
JOSE DOLORES RODRIGUEZ TICUL,CENTRO EDUCATIVO JOSE DOLORES RODRIGUEZ TAMAYO,"C. 18 entre 13 y 15, Col. Guadalupe, 97860 Ticul, Yuc., Mexico",,,20.4054165,-89.5286088,True,"coordenadas,texto",ChIJGYM-Vj5SVo8RdnoVaCrW400
COBAY TIXPEUAL,COBAY PLANTEL TIXPEUAL,"C. 25 entre 17 y 19, Tixpéhual, 97386 Tixpéhual, Yuc., Mexico",,,20.9805758,-89.44761079999999,True,coordenadas,ChIJZXi4Ojp8Vo8R-stCdSvkTzo
UNACAR - CAMPUS II,Universidad Autonoma del Carmen - Polideportivo,"M53Q+FW, De Los Deportes, Asa Poniente, 24169 Cdad. del Carmen, Camp., Mexico",,,18.6531963,-91.810913,False,,ChIJrWygTaAH8YURN94kDMjHcDM
UABIC,UADY Unidad Académica Bachillerato con Interacción Comunitaria,"Calle 185 S/N x 90-B y 92, Sin Nombre de Col 18, 97290 Mérida, Yuc., Mexico",,,20.898006,-89.65556459999999,True,"coordenadas,texto",ChIJC0nMY4ZtVo8R1LbmXlqXtm8
PREPARATORIA 2 UADY,Prepa 2,"C. 116 412, Bojórquez, 97230 Mérida, Yuc., Mexico",,,20.9810547,-89.6561512,True,"coordenadas,texto",ChIJIVHjMZpzVo8REYY5rKGGmtI
SAN AGUSTIN,San Agustín,"32721 San Agustín, Chihuahua, Mexico",,,31.510939,-106.2610404,False,,ChIJrejs33Nu54YRmt8EEl1Aijk
UNIVERSIDAD MEXICO AMERICANA DEL NORTE A.C.,Universidad México Americana del Norte,"C. 1 SN, INFONAVIT Anzalduas, 88640 Reynosa, Tamps., Mexico",,,26.076851,-98.272282,False,,ChIJi2Cvbi8PZYYR00upIytJmk4
UPAV VERACRUZ,Coordinación UPAV Zona Veracruz,"C. Benito Juárez 332, Centro, 91700 Veracruz, Ver., Mexico",,,19.2000025,-96.14092219999999,False,,ChIJGaS_5DxHw4URmwVI6WKiBas
UPP PREPA,Universidad Privada de la Península | Campus Mérida,"Av Jacinto Canek 739, Bojórquez, 97230 Mérida, Yuc., Mexico",,,20.9819802,-89.6508747,True,"coordenadas,texto",ChIJMeeGHpFzVo8RrSRBQ2nXyBk
UVM,UVM Campus Mérida | Universidad en Yucatán,"Calle 79 500 Dzityá, Polígono, Carr. Mérida - Progreso, Sin Nombre de Col 27, 97302 Mérida, Yuc., Mexico",,,21.0533036,-89.6313966,True,"coordenadas,texto",ChIJidTmDdF1Vo8RnkreCMutWUA
ESCUELA NACIONAL PREPARATORIA 4 VIDAL CASTAÑEDA Y,"Escuela Nacional Preparatoria N° 4 ""Vidal Castañeda y Najera"" UNAM","Av Observatorio 170-P. B, Observatorio, Miguel Hidalgo, 11860 Ciudad de México, CDMX, Mexico",,,19.4040928,-99.1949173,False,,ChIJXQGZiN4B0oURLCEZcBDWxo4
